Chain,RecordTime,Frequency
Chain1,59042,12.3405
Chain2,59091,12.7357
Chain4,59109,8.57747
Chain1,59111,13.6006
Chain3,59176,7.24667
Chain1,59184,14.6121
Chain2,59210,10.7854
Chain4,59300,7.13997
Chain1,59363,9.33759
Chain2,59391,7.75796
Chain4,59415,7.41262
Chain2,59449,8.37705
Chain3,59467,5.13722
Chain1,59475,8.2553
Chain4,59518,7.32547
Chain2,59544,8.98508
Chain3,59551,5.80408
Chain1,59559,7.99578
Chain1,59605,12.3956
Chain2,59645,11.8002
Chain4,59663,8.28255
Chain1,59700,13.3019
Chain2,59742,10.2543
Chain4,59748,9.00683
Chain3,59751,5.2145
Chain1,59788,13.0816
Chain2,59845,9.98483
Chain4,59874,8.44168
Chain3,59876,7.32583
Chain1,59884,10.7509
Chain2,59911,11.2683
Chain1,59929,13.133
Chain4,59975,9.59673
Chain3,59996,6.73978
Chain1,60004,13.9025
Chain2,60055,9.55799
Chain4,60091,8.74331
Chain1,60094,14.3007
Chain2,60140,10.1472
Chain3,60175,7.06873
Chain1,60183,11.7839
Chain2,60204,10.241
Chain4,60211,8.90328
