Chain,RecordTime,Frequency
Chain1,59054,12.2061
Chain3,59090,6.16395
Chain4,59108,9.83643
Chain2,59150,10.4763
Chain1,59159,10.9767
Chain4,59185,9.83815
Chain4,59198,15.412
Chain1,59204,13.2584
Chain2,59258,9.4353
Chain3,59343,5.37607
Chain1,59354,10.0243
Chain1,59372,14.0635
Chain2,59427,7.8543
Chain2,59473,9.29506
Chain1,59482,10.7863
Chain3,59517,5.44814
Chain1,59528,17.2116
Chain2,59583,9.25018
Chain3,59609,5.78035
Chain1,59620,12.1294
Chain2,59674,12.1297
Chain1,59684,14.8521
Chain3,59720,7.97237
Chain2,59766,10.2164
Chain1,59775,12.1246
Chain4,59802,4.32645
Chain2,59843,11.517
Chain1,59852,12.8847
Chain3,59888,8.09216
Chain4,59907,4.1602
Chain2,59948,10.9698
Chain1,59957,10.9701
Chain4,59984,3.82058
Chain4,59997,15.3981
Chain4,60010,29.0733
Chain1,60015,12.5255
Chain2,60070,9.88316
Chain3,60096,6.16061
Chain1,60107,11.8044
Chain2,60161,9.4294
Chain1,60171,14.0566
