Chain,RecordTime,Delay
Chain2,38167,367
Chain1,38183,263
Chain4,38197,277
Chain1,38238,238
Chain3,38264,504
Chain2,38271,371
Chain4,38273,233
Chain1,38309,229
Chain2,38370,370
Chain1,38386,226
Chain4,38389,229
Chain3,38407,487
Chain2,38462,362
Chain1,38478,238
Chain4,38492,212
Chain3,38611,531
Chain2,38618,418
Chain1,38634,314
Chain1,38659,259
Chain4,38726,326
Chain2,38754,454
Chain1,38770,290
Chain3,38791,551
Chain2,38797,397
Chain4,38846,326
Chain1,38862,302
Chain1,38922,282
Chain4,38924,284
Chain2,38954,454
Chain3,38980,580
Chain1,38996,276
Chain2,39035,435
Chain4,39038,278
Chain1,39075,275
Chain2,39102,402
Chain3,39148,588
Chain1,39164,284
Chain4,39178,298
Chain2,39207,407
Chain1,39223,263
Chain4,39277,277
Chain3,39285,565
Chain2,39299,399
Chain1,39315,275
Chain2,39386,386
Chain1,39402,282
Chain4,39405,285
Chain3,39415,535
Chain1,39459,259
Chain2,39509,409
Chain4,39512,272
Chain1,39549,269
Chain3,39577,537
Chain2,39584,384
Chain1,39617,257
Chain4,39631,271
Chain2,39681,381
Chain1,39697,257
Chain4,39700,220
Chain3,39710,510
Chain2,39772,372
Chain1,39789,269
Chain1,39820,220
Chain4,39872,272
Chain3,39880,520
Chain2,39889,389
Chain1,39912,232
Chain2,39983,383
Chain4,39986,266
Chain1,40002,242
Chain3,40010,490
Chain2,40075,375
Chain1,40091,251
Chain4,40105,265
Chain2,40213,413
Chain1,40229,309
Chain3,40237,557
Chain4,40240,280
Chain1,40296,296
Chain2,40367,467
Chain1,40383,303
Chain4,40388,308
Chain3,40414,574
Chain2,40442,442
Chain1,40479,319
Chain4,40511,311
Chain1,40527,287
Chain2,40557,457
Chain1,40602,282
Chain4,40615,295
Chain3,40623,623
Chain2,40662,462
Chain1,40678,278
Chain2,40715,415
Chain4,40718,278
Chain1,40762,282
Chain3,40781,621
Chain2,40820,420
Chain1,40836,276
Chain4,40839,279
Chain3,40888,568
Chain2,40902,402
Chain1,40918,278
Chain4,40967,287
Chain2,40992,392
Chain1,41008,288
Chain3,41018,538
Chain1,41055,255
Chain4,41104,304
Chain2,41115,415
Chain1,41152,272
Chain2,41189,389
Chain4,41192,272
Chain3,41200,560
Chain1,41244,284
Chain2,41294,394
Chain1,41310,270
Chain4,41313,273
Chain3,41362,562
Chain2,41375,375
Chain1,41392,272
Chain4,41405,245
Chain2,41447,347
Chain1,41463,263
Chain3,41492,532
Chain1,41546,266
Chain4,41560,280
Chain2,41589,389
Chain1,41605,245
Chain4,41646,246
Chain3,41667,547
Chain2,41680,380
Chain1,41697,257
Chain2,41798,398
Chain1,41842,322
Chain4,41845,325
Chain3,41853,573
Chain1,41899,299
Chain2,41970,470
Chain4,41973,333
Chain1,41991,311
Chain3,42028,588
Chain2,42055,455
Chain1,42082,322
Chain4,42096,336
Chain1,42130,290
Chain2,42170,470
Chain4,42173,293
Chain1,42207,287
Chain3,42226,626
Chain2,42265,465
Chain1,42291,291
Chain4,42312,312
Chain2,42321,421
Chain1,42365,285
Chain3,42384,624
Chain4,42419,299
Chain2,42446,446
Chain1,42463,303
Chain3,42491,571
Chain2,42540,440
Chain1,42556,316
Chain4,42570,330
Chain1,42604,284
Chain2,42623,423
Chain4,42626,266
Chain3,42655,575
Chain1,42671,271
Chain2,42718,418
Chain1,42765,285
Chain4,42768,288
Chain2,42795,395
Chain1,42818,258
Chain3,42858,618
Chain4,42893,293
Chain2,42899,399
Chain1,42916,276
Chain3,42947,547
Chain2,42989,389
Chain1,43005,285
Chain4,43019,299
Chain1,43060,260
Chain2,43097,397
Chain4,43100,260
Chain3,43108,548
Chain1,43151,271
Chain2,43191,391
Chain1,43208,248
Chain4,43210,250
Chain3,43270,550
Chain2,43283,383
Chain1,43299,259
Chain4,43407,327
Chain2,43432,432
Chain1,43448,328
Chain3,43456,576
Chain1,43502,302
Chain4,43548,348
Chain2,43576,476
Chain1,43604,324
Chain3,43630,590
Chain2,43658,458
Chain4,43661,341
Chain1,43688,328
Chain1,43743,303
Chain4,43746,306
Chain2,43776,476
Chain1,43810,290
Chain3,43829,629
Chain2,43878,478
Chain4,43881,321
Chain1,43897,297
Chain2,43924,424
Chain1,43978,298
Chain4,43992,312
Chain3,44004,644
Chain2,44049,449
Chain1,44066,306
Chain4,44099,299
Chain3,44107,587
Chain1,44130,290
Chain2,44173,473
Chain1,44217,297
Chain4,44220,300
Chain2,44229,429
Chain3,44258,578
Chain1,44281,281
Chain2,44331,431
Chain4,44334,294
Chain1,44371,291
Chain3,44399,559
Chain2,44416,416
Chain1,44432,272
Chain4,44467,307
Chain2,44502,402
Chain1,44518,278
Chain4,44521,241
Chain1,44596,276
Chain3,44615,615
Chain2,44626,426
Chain1,44662,262
Chain4,44694,294
Chain3,44704,544
Chain2,44711,411
Chain1,44754,274
Chain4,44801,281
Chain2,44807,407
Chain1,44824,264
Chain3,44873,553
Chain2,44896,396
Chain1,44913,273
Chain4,44927,287
Chain2,45035,435
Chain1,45051,331
Chain4,45053,293
Chain3,45074,594
Chain1,45118,318
Chain2,45189,489
Chain1,45207,327
Chain4,45210,330
Chain3,45257,617
Chain2,45278,478
Chain1,45301,341
Chain4,45333,333
Chain1,45349,309
Chain2,45379,479
Chain1,45423,303
Chain4,45437,317
Chain3,45449,649
Chain2,45484,484
Chain1,45500,300
Chain2,45537,437
Chain4,45540,300
Chain1,45584,304
Chain3,45625,665
Chain2,45663,463
Chain1,45679,319
Chain4,45681,321
Chain3,45710,590
Chain1,45733,293
Chain2,45786,486
Chain4,45789,309
Chain1,45825,305
Chain2,45853,453
Chain3,45861,581
Chain1,45894,294
Chain4,45930,330
Chain2,45957,457
Chain1,45974,294
Chain4,46007,287
Chain3,46015,575
Chain2,46042,442
Chain1,46059,299
Chain2,46116,416
Chain1,46132,292
Chain4,46135,295
Chain1,46199,279
Chain3,46220,620
Chain2,46239,439
Chain4,46242,282
Chain1,46279,279
Chain2,46306,406
Chain3,46314,554
Chain1,46368,288
Chain4,46381,301
Chain2,46410,410
Chain1,46427,267
Chain4,46481,281
Chain3,46489,569
Chain1,46512,272
Chain2,46613,513
Chain2,46648,448
Chain1,46664,344
Chain4,46667,347
Chain3,46677,597
Chain1,46721,321
Chain2,46792,492
Chain4,46794,354
Chain1,46813,333
Chain3,46870,630
Chain2,46881,481
Chain1,46904,344
Chain4,46918,358
Chain1,46952,312
Chain2,46992,492
Chain4,46995,315
Chain1,47029,309
Chain3,47052,652
Chain2,47097,497
Chain1,47113,313
Chain4,47136,336
Chain2,47164,464
Chain1,47187,307
Chain3,47238,678
Chain4,47241,321
Chain2,47271,471
Chain1,47287,327
Chain3,47323,603
Chain1,47339,299
Chain4,47353,313
Chain2,47392,492
Chain1,47426,306
Chain2,47466,466
Chain4,47469,309
Chain1,47492,292
Chain3,47533,653
Chain2,47571,471
Chain1,47587,307
Chain4,47589,309
Chain3,47618,578
Chain2,47645,445
Chain1,47661,301
Chain4,47715,315
Chain2,47744,444
Chain1,47761,321
Chain1,47812,292
Chain4,47826,306
Chain3,47838,638
Chain2,47865,465
Chain1,47882,282
Chain2,47919,419
Chain4,47922,282
Chain3,47930,570
Chain1,47973,293
Chain2,48024,424
Chain1,48040,280
Chain4,48063,303
Chain3,48092,572
Chain2,48199,499
Chain1,48215,375
Chain4,48229,349
Chain1,48263,343
Chain2,48272,472
Chain3,48280,600
Chain1,48296,296
Chain4,48363,363
Chain2,48410,510
Chain1,48426,346
Chain2,48454,454
Chain4,48485,365
Chain1,48502,342
Chain3,48549,709
Chain1,48565,325
Chain4,48568,328
Chain2,48616,516
Chain1,48632,312
Chain3,48666,666
Chain4,48696,336
Chain2,48702,502
Chain1,48721,321
Chain2,48777,477
Chain1,48804,324
Chain4,48818,338
Chain3,48844,684
Chain1,48881,321
Chain2,48900,500
Chain4,48921,321
Chain1,48937,297
Chain3,48956,636
Chain2,48994,494
Chain1,49041,321
Chain4,49044,324
Chain2,49072,472
Chain1,49094,294
Chain3,49146,666
Chain4,49149,309
Chain2,49176,476
Chain1,49192,312
Chain3,49221,581
Chain2,49259,459
Chain1,49275,315
Chain4,49289,329
Chain1,49334,294
Chain2,49374,474
Chain4,49377,297
Chain1,49422,302
Chain3,49441,641
Chain2,49468,468
Chain1,49495,295
Chain4,49515,315
Chain2,49525,425
Chain1,49541,261
Chain3,49581,621
Chain4,49623,303
Chain2,49650,450
Chain1,49666,306
Chain3,49712,592
Chain1,49728,288
Chain2,49818,518
Chain4,49832,392
Chain1,49866,346
Chain3,49874,594
Chain2,49893,493
Chain4,49896,336
Chain1,49933,333
Chain2,50013,513
Chain1,50029,349
Chain4,50032,352
Chain2,50092,492
Chain1,50115,355
Chain4,50147,347
Chain3,50178,738
Chain1,50194,354
Chain2,50211,511
Chain1,50245,325
Chain4,50259,339
Chain3,50271,671
Chain2,50305,505
Chain1,50322,322
Chain4,50355,315
Chain2,50382,482
Chain1,50410,330
Chain3,50457,697
Chain2,50487,487
Chain1,50503,343
Chain4,50506,346
Chain1,50540,300
Chain3,50559,639
Chain2,50608,508
Chain4,50610,330
Chain1,50645,325
Chain2,50685,485
Chain1,50708,308
Chain4,50744,344
Chain3,50752,672
Chain2,50779,479
Chain1,50808,328
Chain4,50829,309
Chain3,50837,597
Chain1,50874,314
Chain2,50896,496
Chain1,50947,307
Chain4,50950,310
Chain2,50979,479
Chain1,51035,315
Chain3,51075,675
Chain2,51081,481
Chain4,51084,324
Chain1,51100,300
Chain2,51127,427
Chain1,51144,264
Chain4,51178,298
Chain3,51197,637
Chain2,51253,453
Chain1,51269,309
Chain4,51309,309
Chain1,51325,285
Chain3,51428,708
Chain2,51434,534
Chain1,51479,359
Chain4,51482,362
Chain3,51492,612
Chain2,51520,520
Chain1,51543,343
Chain2,51616,516
Chain4,51619,379
Chain1,51645,365
Chain3,51696,656
Chain2,51703,503
Chain1,51726,366
Chain4,51740,380
Chain1,51807,367
Chain4,51810,330
Chain2,51817,517
Chain1,51855,335
Chain3,51895,695
Chain2,51919,519
Chain1,51935,335
Chain4,51958,358
Chain2,51985,485
Chain1,52002,322
Chain4,52055,335
Chain3,52083,723
Chain2,52092,492
Chain1,52109,349
Chain1,52185,345
Chain4,52199,359
Chain3,52207,687
Chain2,52213,513
Chain1,52260,340
Chain2,52288,488
Chain4,52290,330
Chain1,52307,307
Chain3,52348,668
Chain2,52392,492
Chain1,52409,329
Chain4,52411,331
Chain2,52474,474
Chain1,52496,336
Chain3,52516,676
Chain4,52536,336
Chain1,52576,336
Chain2,52582,482
Chain1,52627,307
Chain4,52641,321
Chain3,52649,649
Chain2,52687,487
Chain1,52703,303
Chain2,52741,441
Chain4,52743,303
Chain1,52791,311
Chain3,52828,668
Chain2,52868,468
Chain1,52885,325
Chain4,52887,327
Chain3,52913,593
Chain1,52930,290
Chain2,53048,548
Chain4,53050,370
Chain1,53085,365
Chain2,53114,514
Chain1,53148,348
Chain4,53204,404
Chain3,53215,735
Chain2,53232,532
Chain1,53248,368
Chain4,53289,369
Chain3,53302,662
Chain2,53319,519
Chain1,53335,375
Chain1,53410,370
Chain4,53413,373
Chain2,53419,519
Chain1,53468,348
Chain4,53503,343
Chain3,53517,717
Chain2,53526,526
Chain1,53543,343
Chain2,53598,498
Chain1,53615,335
Chain4,53633,353
Chain3,53686,726
Chain1,53702,342
Chain2,53722,522
Chain4,53742,342
Chain1,53790,350
Chain3,53809,689
Chain2,53826,526
Chain1,53884,364
Chain4,53887,367
Chain2,53893,493
Chain1,53909,309
Chain3,53961,681
Chain4,53991,351
Chain2,54000,500
Chain1,54016,336
Chain2,54076,476
Chain1,54093,333
Chain4,54106,346
Chain3,54139,699
Chain1,54155,315
Chain2,54195,495
Chain4,54198,318
Chain1,54232,312
Chain3,54283,683
Chain2,54300,500
Chain1,54316,316
Chain4,54339,339
Chain2,54367,467
Chain1,54404,324
Chain3,54441,681
Chain4,54444,324
Chain2,54474,474
Chain1,54490,330
Chain1,54535,295
Chain4,54549,309
Chain3,54557,637
Chain2,54653,553
Chain1,54687,367
Chain2,54728,528
Chain4,54730,370
Chain1,54753,353
Chain3,54828,748
Chain2,54835,535
Chain1,54851,371
Chain4,54854,374
Chain3,54915,675
Chain2,54922,522
Chain1,54938,378
Chain4,54999,399
Chain1,55016,376
Chain2,55033,533
Chain1,55071,351
Chain4,55085,365
Chain3,55120,720
Chain2,55140,540
Chain1,55156,356
Chain4,55197,357
Chain2,55208,508
Chain1,55224,344
Chain3,55299,739
Chain1,55316,356
Chain4,55321,361
Chain2,55327,527
Chain1,55362,322
Chain4,55417,337
Chain3,55425,705
Chain2,55432,532
Chain1,55489,369
Chain2,55506,506
Chain1,55534,334
Chain4,55565,365
Chain3,55594,714
Chain2,55613,513
Chain1,55630,350
Chain4,55650,330
Chain1,55687,327
Chain3,55706,666
Chain2,55717,517
Chain1,55769,329
Chain4,55771,331
Chain2,55801,501
Chain1,55877,357
Chain4,55891,331
Chain3,55899,699
Chain2,55906,506
Chain1,55924,324
Chain2,55980,480
Chain1,55996,316
Chain4,56010,330
Chain3,56018,658
Chain1,56084,324
Chain2,56103,503
Chain4,56124,324
Chain2,56221,521
Chain1,56237,397
Chain3,56267,747
Chain1,56303,383
Chain4,56306,386
Chain2,56333,533
Chain1,56349,349
Chain3,56422,742
Chain4,56434,394
Chain2,56451,551
Chain1,56467,387
Chain2,56516,516
Chain1,56539,379
Chain4,56553,393
Chain1,56621,381
Chain3,56629,789
Chain4,56632,352
Chain2,56681,581
Chain1,56697,377
Chain3,56727,727
Chain2,56743,543
Chain1,56759,359
Chain4,56780,380
Chain2,56821,521
Chain1,56838,358
Chain4,56897,377
Chain3,56907,747
Chain1,56924,364
Chain2,56941,541
Chain1,56975,335
Chain4,57013,373
Chain2,57027,527
Chain3,57066,746
Chain1,57082,362
Chain4,57105,345
Chain2,57112,512
Chain1,57132,332
Chain3,57207,727
Chain2,57216,516
Chain1,57232,352
Chain4,57235,355
Chain1,57290,330
Chain2,57322,522
Chain4,57350,350
Chain3,57358,718
Chain1,57397,357
Chain2,57414,514
Chain1,57480,360
Chain4,57494,374
Chain3,57502,702
Chain2,57509,509
Chain1,57525,325
Chain4,57558,318
Chain2,57586,486
Chain1,57602,322
Chain3,57643,683
Chain2,57690,490
Chain1,57706,346
Chain4,57709,349
Chain2,57834,534
Chain1,57850,410
Chain4,57864,384
Chain3,57872,752
Chain1,57909,389
Chain2,57946,546
Chain1,57963,363
Chain4,58019,419
Chain3,58027,747
Chain2,58053,553
Chain1,58070,390
Chain4,58115,395
Chain2,58132,532
Chain1,58155,395
Chain1,58224,384
Chain4,58226,386
Chain3,58234,794
Chain2,58294,594
Chain1,58310,390
Chain4,58324,364
Chain3,58332,732
Chain2,58348,548
Chain1,58364,364
Chain2,58424,524
Chain1,58440,360
Chain4,58454,374
Chain1,58529,369
Chain3,58537,777
Chain2,58543,543
Chain4,58589,389
Chain1,58605,365
Chain2,58640,540
Chain1,58677,357
Chain3,58705,785
Chain4,58708,388
Chain2,58719,519
Chain1,58735,335
Chain4,58805,365
Chain3,58813,733
Chain2,58822,522
Chain1,58838,358
Chain1,58903,343
Chain4,58921,361
Chain2,58928,528
Chain3,58994,754
Chain1,59010,370
Chain2,59017,517
Chain4,59020,340
Chain1,59086,366
Chain3,59115,715
Chain2,59122,522
Chain1,59138,338
Chain4,59161,361
Chain2,59189,489
Chain1,59205,325
Chain3,59256,696
Chain4,59266,346
Chain2,59296,496
Chain1,59312,352
Chain1,59446,406
Chain4,59460,420
Chain2,59467,567
Chain3,59475,755
Chain1,59522,402
Chain2,59549,549
Chain4,59552,392
Chain1,59568,368
Chain3,59640,760
Chain2,59656,556
Chain1,59672,392
Chain4,59675,395
Chain2,59735,535
Chain1,59751,391
Chain4,59813,413
Chain1,59829,389
Chain3,59847,807
Chain1,59886,366
Chain4,59900,380
Chain2,59927,627
Chain1,59963,363
Chain3,59989,789
Chain2,60016,616
Chain4,60019,379
Chain2,60030,530
Chain1,60046,366
Chain1,60132,372
Chain4,60134,374
Chain3,60142,782
Chain2,60149,549
Chain1,60218,378
Chain4,60239,359
Chain3,60247,727
Chain2,60256,556
Chain1,60311,391
Chain2,60332,532
Chain1,60348,348
Chain4,60380,380
